Timestamp,1. What is your age group?,2. What is your occupation?,3. At what time of day did the incident occur?,4. Where did the incident occur?,5. How crowded was the location at the time of the incident?,6. What was the lighting condition in the area?,7. Was any form of security present at the location?,8. Were you familiar with the area where the incident occurred?,9. What type of harassment did you experience?,10. How often have you experienced harassment in similar situations?,11. How safe did you feel during the incident?,"12. Overall, how would you rate the risk level of harassment in that situation?"
-1.7170544144170172,-1.1019574078636547,0.7682888120741215,0.05082464932502683,0.44731503898442027,1.6262357001570988,-0.03526728079293007,0.63887656499994,0.438804627793544,-0.08665671776277215,0.8861025711789663,-0.2056600897295167,4
-1.6869306527605783,-1.1019574078636547,0.7682888120741215,0.05082464932502683,-0.36921241312999775,-1.3780551515387465,0.7758801774444579,0.63887656499994,1.1300721921258394,-0.08665671776277215,-1.843409813256242,2.3283660158663144,3
-1.6568068911041394,-1.1019574078636547,0.7682888120741215,1.5120333174195473,-1.1857398652444158,0.8751629872331375,1.587027635681846,0.63887656499994,-0.9437305008710469,-0.9171169296560064,0.8861025711789663,1.4836906473343707,3
-1.6266831294477004,-1.1019574078636547,0.7682888120741215,1.5120333174195473,-0.36921241312999775,-1.3780551515387465,0.7758801774444579,0.63887656499994,0.438804627793544,-0.08665671776277215,-0.023734890299436456,1.4836906473343707,0
-1.5965593677912617,-0.23397725783406367,0.038096965887972914,-0.6797796847222334,0.44731503898442027,0.12409027430917616,-0.03526728079293007,1.5572616271873538,-0.25246293653875146,1.5742637060236964,0.8861025711789663,1.4836906473343707,0
-1.5664356061348228,0.6340028921955274,-1.4222867264843242,1.5120333174195473,0.44731503898442027,0.12409027430917616,-0.846414739030318,1.5572616271873538,-0.25246293653875146,0.7438034941304621,0.8861025711789663,0.639015278802427,0
-1.5363118444783839,1.5019830422251184,1.4984806582602699,0.05082464932502683,-0.36921241312999775,0.12409027430917616,-1.6575621972677061,0.63887656499994,-0.25246293653875146,-0.08665671776277215,0.8861025711789663,1.4836906473343707,3
-1.506188082821945,-1.1019574078636547,0.7682888120741215,0.05082464932502683,1.2638424910988382,-1.3780551515387465,-1.6575621972677061,1.5572616271873538,-0.25246293653875146,1.5742637060236964,0.8861025711789663,0.639015278802427,0
-1.476064321165506,-1.1019574078636547,0.7682888120741215,0.7814289833722871,1.2638424910988382,0.12409027430917616,-0.846414739030318,1.5572616271873538,1.1300721921258394,1.5742637060236964,-0.9335723517778393,-0.2056600897295167,1
-1.445940559509067,-1.1019574078636547,0.7682888120741215,0.05082464932502683,0.44731503898442027,1.6262357001570988,-0.846414739030318,0.63887656499994,1.1300721921258394,-0.08665671776277215,-0.023734890299436456,0.639015278802427,2
-1.4158167978526282,-1.1019574078636547,0.7682888120741215,0.7814289833722871,1.2638424910988382,1.6262357001570988,-0.03526728079293007,-1.1978935593748876,0.438804627793544,0.7438034941304621,0.8861025711789663,-0.2056600897295167,0
-1.3856930361961894,-1.1019574078636547,0.7682888120741215,0.7814289833722871,-0.36921241312999775,-0.6269824386147851,-0.846414739030318,0.63887656499994,-1.6349980652033425,-0.9171169296560064,1.7959400326573691,0.639015278802427,2
-1.3555692745397505,-1.1019574078636547,0.7682888120741215,1.5120333174195473,-0.36921241312999775,-1.3780551515387465,1.587027635681846,0.63887656499994,-0.9437305008710469,-0.08665671776277215,-1.843409813256242,1.4836906473343707,0
